,Unnamed: 0,name,city,country,iata_code,latitude,longitude,links_count
1732,1732,Sege Airport,Sege,Ilhas Salomão,EGM,-8.57889,157.876,7
1733,1733,Tambor Airport,Nicoya,Costa Rica,TMU,9.73852,-85.0138,7
1734,1734,Anaktuvuk Pass Airport,Passagem Anaktuvuk,Estados Unidos,AKP,68.1336,-151.743,7
1735,1735,Dryden Rgnl,Dryden,Canadá,YHD,49.831667,-92.744167,7
1736,1736,Andenes,Andoya,Noruega,ANX,69.2925,16.144167,7
1737,1737,Longreach Airport,Longo alcance,Austrália,LRE,-23.4342,144.28,7
1738,1738,Haines Airport,Haines,Estados Unidos,HNS,59.2438,-135.524,7
1739,1739,Skagway Airport,Skagway,Estados Unidos,SGY,59.4601,-135.316,7
1740,1740,Craig Cove Airport,Craig Cove,Vanuatu,CCV,-16.265,167.924,7
1741,1741,Pikangikum Airport,Pikangikum,Canadá,YPM,51.8197,-93.9733,7
1742,1742,Inukjuak Airport,Inukjuak,Canadá,YPH,58.4719,-78.0769,7
1743,1743,Skagen,Stokmarknes,Noruega,SKN,68.580833,15.026111,7
1744,1744,Ikaria,Icária,Grécia,JIK,37.682717,26.347061,7
1745,1745,Lanai,Lanai,Estados Unidos,LNY,20.785611,-156.951419,7
1746,1746,Molokai,Molokai,Estados Unidos,MKK,21.152886,-157.096256,7
1747,1747,Fak Fak,Fak Fak,Indonésia,FKQ,-2.920192,132.267031,7
1748,1748,Taraz,Dzhambul,Cazaquistão,DMB,42.853611,71.303611,7
1749,1749,Pelotas,Pelotas,Brasil,PET,-31.718353,-52.327689,7
1750,1750,Altamira,Altamira,Brasil,ATM,-3.253906,-52.253978,7
1751,1751,Bartolomeu Lisandro,Campos,Brasil,CAW,-21.698333,-41.301669,7
1752,1752,Moorea,Moorea,Polinésia Francesa,MOZ,-17.489972,-149.761869,7
1753,1753,Golfito,Golfito,Costa Rica,GLF,8.653775,-83.180544,7
1754,1754,Konya,Cônia,Peru,KYA,37.979,32.561861,7
1755,1755,Transilvania Targu Mures,Tirgu Mures,Romênia,TGM,46.467714,24.412525,7
1756,1756,Valladolid,Valladolid,Espanha,VLL,41.706111,-4.851944,7
1757,1757,Eldoret Intl,Eldoret,Quênia,EDL,0.404458,35.238928,7
1758,1758,Quelimane,Quelimane,Moçambique,UEL,-17.8555,36.869106,6
1759,1759,Inhambane,Inhambane,Moçambique,INH,-23.876431,35.408544,6
1760,1760,Lubango,Lubango,Angola,SDD,-14.924733,13.575022,6
1761,1761,Soyo,Soio,Angola,SZA,-6.141086,12.371764,6
1762,1762,Menongue,Menongue,Angola,SPP,-14.657583,17.719833,6
1763,1763,Huambo,Huambo,Angola,NOV,-12.808878,15.760547,6
1764,1764,Toliara,Toliara,Madagáscar,TLE,-23.383369,43.728453,6
1765,1765,Sambava,Sambavá,Madagáscar,SVB,-14.278611,50.174721,6
1766,1766,Philibert Tsiranana,Mahajanga,Madagáscar,MJN,-15.667144,46.351828,6
1767,1767,Antsirabato,Antalaha,Madagáscar,ANM,-14.999411,50.320233,6
1768,1768,Sigiriya Airport,Sigiriya,Sri Lanka,GIU,7.57212,80.43412000000001,6
1769,1769,Sainte Marie,Santa Maria,Madagáscar,SMS,-17.093889,49.815834,6
1770,1770,St Pierre Pierrefonds,Saint-Pierre,Reunião,ZSE,-21.320039,55.423581,6
1771,1771,Moosonee,Moosonee,Canadá,YMO,51.291111,-80.607778,6
1772,1772,Brusselton,Bruxelas,Austrália,BQB,-33.687222,115.400278,6
1773,1773,Bangui M Poko,Bangui,República Centro-Africana,BGF,4.398475,18.518786,6
1774,1774,Yongzhou Lingling Airport,Yongzhou,China,LLF,26.345556,111.612222,6
1775,1775,Bauru-Arealva,Bauru,Brasil,JTC,-22.157778,-49.068333,6
1776,1776,Toksook Bay Airport,Baía de Toksook,Estados Unidos,OOK,60.541389,-165.087222,6
1777,1777,Tianyang,Baise,China,AEB,23.72,106.96,6
1778,1778,Mackenzie Airport,Mackenzie Colúmbia Britânica,Canadá,YZY,55.29944,-123.08333,6
1779,1779,Ukunda Airport,Ukunda,Quênia,UKA,-4.29694,39.5714,6
1780,1780,Waterloo,Waterloo,Canadá,YKF,43.460833,-80.378611,6
1781,1781,Provo Municipal Airport,Provo,Estados Unidos,PVU,40.21805555,-111.72222222,6
1782,1782,Zhijiang Airport,Zhijiang,China,HJJ,27.441389,109.699722,6
1783,1783,Liping Airport,Liping,China,HZH,26.206,109.039,6
1784,1784,Pond Inlet,Entrada da Lagoa,Canadá,YIO,72.683334,-77.966667,6
1785,1785,Jijiga Airport,Jijiga,Etiópia,JIJ,9.359722,42.7875,6
1786,1786,Joacaba Airport,Joaçaba,Brasil,JCB,-27.172778,-51.500833,6
1787,1787,Dourados Airport,Dourados,Brasil,DOU,-22.220833,-54.805833,6
1788,1788,Sinop Airport,Sinop,Brasil,OPS,-11.885,-55.586,6
1789,1789,Cabo Frio International Airport,Cabo Frio,Brasil,CFB,-22.921667,-42.074167,6
1790,1790,Vasteras,Vasteras,Suécia,VST,59.589444,16.633611,6
1791,1791,Bella Bella Airport,Bela Bela,Canadá,ZEL,52.139722,-128.063611,6
1792,1792,Skelleftea,Skelleftea,Suécia,SFT,64.624772,21.076892,6
1793,1793,Havre Saint-Pierre Airport,Havre-Saint-Pierre,Canadá,YGV,50.281944,-63.611389,6
1794,1794,St. George Airport,São Jorge,Estados Unidos,STG,56.577222,-169.663611,6
1795,1795,Kiruna,Kiruna,Suécia,KRN,67.821986,20.336764,6
1796,1796,Grayling Airport,Grayling,Estados Unidos,KGX,62.894444,-160.065,6
1797,1797,Tuluksak Airport,Tuluksak,Estados Unidos,TLT,61.096944,-160.969444,6
1798,1798,Akiak Airport,Akiak,Estados Unidos,AKI,60.902778,-161.230556,6
1799,1799,Pilot Station Airport,Estação Piloto,Estados Unidos,PQS,61.934444,-162.899444,6
1800,1800,Kongiganak Airport,Kongiganak,Estados Unidos,KKH,59.960833,-162.881111,6
1801,1801,Klawock Airport,Klawock,Estados Unidos,KLW,55.579167,-133.076111,6
1802,1802,Kipnuk Airport,Kipnuk,Estados Unidos,KPN,59.933056,-164.030556,6
1803,1803,Hay River,Rio Hay,Canadá,YHY,60.839722,-115.782778,6
1804,1804,Teller Airport,Caixa,Estados Unidos,TLA,65.240278,-166.339444,6
1805,1805,Kobuk Airport,Kobuk,Estados Unidos,OBU,66.912222,-156.897222,6
1806,1806,Metlakatla Seaplane Base,Metakatla,Estados Unidos,MTM,55.131111,-131.578056,6
1807,1807,Hoonah Airport,Hoonah,Estados Unidos,HNH,58.096111,-135.409722,6
1808,1808,Shungnak Airport,Shugnak,Estados Unidos,SHG,66.888056,-157.1625,6
1809,1809,Nulato Airport,Nulato,Estados Unidos,NUL,64.729444,-158.074167,6
1810,1810,Kwethluk Airport,Kwethluk,Estados Unidos,KWT,60.790278,-161.443611,6
1811,1811,Eek Airport,Eek,Estados Unidos,EEK,60.213611,-162.043889,6
1812,1812,Shageluk Airport,Shageluk,Estados Unidos,SHX,62.692222,-159.569167,6
1813,1813,Kalmar,Kalkmar,Suécia,KLR,56.685531,16.287578,6
1814,1814,Alliance Municipal Airport,Aliança,Estados Unidos,AIA,42.053333,-102.803889,6
1815,1815,Chadron Municipal Airport,Chadron,Estados Unidos,CDR,42.8375,-103.095556,6
1816,1816,Municipal,Corozal,Belize,CZH,18.3822,-88.4119,6
1817,1817,Chefornak Airport,Chefornak,Estados Unidos,CYF,60.149167,-164.285556,6
1818,1818,Drake Bay Airport,Puntarenas,Costa Rica,DRK,8.71889,-83.6417,6
1819,1819,Heilongjiang Mohe Airport,Condado de Mohe,China,OHE,52.915,122.427,6
1820,1820,Ronneby,Ronneby,Suécia,RNB,56.266667,15.265,6
1821,1821,Sawyer International Airport,Marqueta,Estados Unidos,MQT,46.353611,-87.395278,6
1822,1822,Ulukhaktok Holman,Ilha Holman,Canadá,YHI,70.762778,-117.806111,6
1823,1823,Mus Airport,Mus,Peru,MSR,38.747769,41.661236,6
1824,1824,Walvis Bay Airport,Baía de Walvis,Namíbia,WVB,-22.9799,14.6453,6
1825,1825,Capitan Corbeta C A Curbelo International Airport,Punta del Este,Uruguai,PDP,-34.855139,-55.094278,6
1826,1826,Chaoyang Airport,Chao Yang,China,CHG,41.5381,120.435,6
1827,1827,Changzhoudao Airport,Wuzhou,China,WUZ,23.4567,111.248,6
1828,1828,Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,10.478,-84.6345,6
1829,1829,Shishmaref Airport,Shishmaref,Estados Unidos,SHH,66.2496,-166.089,6
1830,1830,Kivalina Airport,Kivalina,Estados Unidos,KVL,67.7362,-164.563,6
1831,1831,Kaltag Airport,Kaltag,Estados Unidos,KAL,64.3191,-158.741,6
1832,1832,Anvik Airport,Anvik,Estados Unidos,ANV,62.6467,-160.191,6
1833,1833,Sorstokken,Loja,Noruega,SRP,59.791925,5.34085,6
1834,1834,Longyear,Svalbarda,Noruega,LYR,78.246111,15.465556,6
1835,1835,Iles De La Madeleine,Ilhas De La Madeleine,Canadá,YGR,47.424721,-61.778056,6
1836,1836,Heihe Airport,Eihe,China,HEK,50.25,127.3,6
1837,1837,Qamdo Bangda Airport,Bangda,China,BPX,30.5536,97.1083,6
1838,1838,Zhaotong Airport,Zhaotong,China,ZAT,27.3256,103.755,6
1839,1839,Simao Airport,Simão,China,SYM,22.7933,100.959,6
1840,1840,Wynyard Airport,Burnie,Austrália,BWT,-40.9989,145.731,6
1841,1841,Roma Airport,cigano,Austrália,RMA,-26.545,148.775,6
1842,1842,Paraburdoo Airport,Paraburdoo,Austrália,PBO,-23.1711,117.745,6
1843,1843,Mornington Island Airport,Ilha Mornington,Austrália,ONG,-16.6625,139.178,6
1844,1844,Moranbah Airport,Moranbah,Austrália,MOV,-22.0578,148.077,6
1845,1845,Maningrida Airport,Maningrida,Austrália,MNG,-12.0561,134.234,6
1846,1846,Merimbula Airport,Merimbula,Austrália,MIM,-36.9086,149.901,6
1847,1847,Lord Howe Island Airport,Ilha Lord Howe,Austrália,LDH,-31.5383,159.077,6
1848,1848,Geraldton Airport,Geraldton,Austrália,GET,-28.7961,114.707,6
1849,1849,Doomadgee Airport,Doomadgee,Austrália,DMD,-17.9403,138.822,6
1850,1850,Albany Airport,Albany,Austrália,ALH,-34.9433,117.809,6
1851,1851,Lawas Airport,Leis,Malásia,LWY,4.84917,115.408,6
1852,1852,Dumatubun Airport,Ilhas Langgur-Kei,Indonésia,LUV,-5.661619,132.731431,6
1853,1853,Barau(Kalimaru) Airport,Ilha Tanjung Redep-Bornéu,Indonésia,BEJ,2.155497,117.432256,6
1854,1854,Tambolaka Airport,Ilha Waikabubak-Sumba,Indonésia,TMC,-9.409717,119.244494,6
1855,1855,La Grande Riviere,La Grande Rivière,Canadá,YGL,53.625278,-77.704167,6
1856,1856,Pleiku Airport,Pleiku,Vietnã,PXU,14.004522,108.017158,6
1857,1857,Phu Cat Airport,Phucat,Vietnã,UIH,13.954986,109.042267,6
1858,1858,Trà Nóc Airport,Pode,Vietnã,VCA,10.085119,105.711922,6
1859,1859,Gan Island Airport,Ilha Gan,Maldivas,GAN,-0.693342,73.1556,6
1860,1860,Andizhan Airport,Andizhan,Uzbequistão,AZN,40.7277,72.294,6
1861,1861,Pobedilovo Airport,Kirov,Rússia,KVX,58.5033,49.3483,6
1862,1862,Kostanay West Airport,Kostanay,Cazaquistão,KSN,53.206944,63.550278,6
1863,1863,Juan Pablo Pérez Alfonso Airport,El Vigia,Venezuela,VIG,8.6241,-71.672819,6
1864,1864,Obando Airport,Puerto Inírida,Colômbia,PDA,3.85,-67.91,6
1865,1865,General Rivadeneira Airport,Esmeraldas,Equador,ESM,0.978519,-79.6266,6
1866,1866,Roxas Airport,Cidade de Roxas,Filipinas,RXS,11.597669,122.751669,6
1867,1867,Tuguegarao Airport,Tuguegarão,Filipinas,TUG,17.638311,121.730614,6
1868,1868,Surigao Airport,Ponto Sangley,Filipinas,SUG,9.757567,125.479328,6
1869,1869,Sacheon Air Base,Sacheon,Coreia do Sul,HIN,35.088543,128.07037,6
1870,1870,Holy Cross Airport,Cruz Sagrada,Estados Unidos,HCR,62.1883,-159.775,6
1871,1871,Gustavus Airport,Gustavo,Estados Unidos,GST,58.4253,-135.707,6
1872,1872,Uromiyeh Airport,Uromiyeh,Irã,OMH,37.6681,45.0687,6
1873,1873,Ardabil Airport,Ardabil,Irã,ADU,38.325678,48.424356,6
1874,1874,Ipota Airport,Ipotá,Vanuatu,IPA,-18.8783,169.308,6
1875,1875,Gaua Island Airport,Ilha de Gaua,Vanuatu,ZGU,-14.2181,167.587,6
1876,1876,Lonorore Airport,Lonorore,Vanuatu,LNE,-15.8656,168.172,6
1877,1877,Torres Airstrip,Loh/Linua,Vanuatu,TOH,-13.328,166.638,6
1878,1878,Sola Airport,Sola,Vanuatu,SLH,-13.8517,167.537,6
1879,1879,Mota Lava Airport,Um sopro,Vanuatu,MTV,-13.666,167.712,6
1880,1880,Ua Huka Airport,Ua Huka,Polinésia Francesa,UAH,-8.93611,-139.552,6
1881,1881,Ua Pou Airport,Ua Pou,Polinésia Francesa,UAP,-9.35167,-140.078,6
1882,1882,Savusavu Airport,Savusavu,Fiji,SVU,-16.8028,179.341,6
1883,1883,Matei Airport,Matei,Fiji,TVU,-16.6906,-179.877,6
1884,1884,Arthurs Town Airport,Cidade de Artur,Bahamas,ATC,24.629417,-75.673775,6
1885,1885,Dr Joaquin Balaguer International Airport,La Isabela,República Dominicana,JBQ,18.5725,-69.9856,6
1886,1886,Kahramanmaras Airport,Kahramanmaras,Peru,KCM,37.539,36.9534,6
1887,1887,Kars Airport,Kars,Peru,KSY,40.562222,43.115002,6
1888,1888,Banja Luka International Airport,Banja Luka,Bósnia e Herzegovina,BNX,44.941444,17.297501,6
1889,1889,Worland Municipal Airport,Mundo,Estados Unidos,WRL,43.9657,-107.951,6
1890,1890,Valdosta Regional Airport,Valdosta,Estados Unidos,VLD,30.7825,-83.2767,6
1891,1891,Rock Springs Sweetwater County Airport,Fontes rochosas,Estados Unidos,RKS,41.5942,-109.065,6
1892,1892,Arnold Palmer Regional Airport,Latrobe,Estados Unidos,LBE,40.2759,-79.4048,6
1893,1893,Brunswick Golden Isles Airport,Brunsvique,Estados Unidos,BQK,31.2588,-81.4665,6
1894,1894,Watertown Regional Airport,Cidade aquática,Estados Unidos,ATY,44.914,-97.1547,6
1895,1895,La Abraq Airport,Al Bayda',Líbia,LAQ,32.788673,21.964333,6
1896,1896,Mogador Airport,Essadouira,Marrocos,ESU,31.3975,-9.681667,6
1897,1897,Dakhla Airport,Dakhla,Saara Ocidental,VIL,23.7183,-15.932,6
1898,1898,Eros Airport,Windhoek,Namíbia,ERS,-22.6122,17.0804,6
1899,1899,Ängelholm-Helsingborg Airport,Ängelholm,Suécia,AGH,56.2961,12.8471,6
1900,1900,Östersund Airport,Östersund,Suécia,OSD,63.1944,14.5003,6
1901,1901,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Polônia,BZG,53.0968,17.9777,6
1902,1902,Svartnes Airport,Vardo,Noruega,VAW,70.355392,31.044889,6
1903,1903,Svolvær Helle Airport,Svolvaer,Noruega,SVJ,68.2433,14.6692,6
1904,1904,Ryum Airport,Rørvik,Noruega,RVK,64.8383,11.1461,6
1905,1905,Namsos Høknesøra Airport,Namsos,Noruega,OSY,64.4722,11.5786,6
1906,1906,Leknes Airport,Leknes,Noruega,LKN,68.1525,13.6094,6
1907,1907,Papa Westray Airport,Papai Westray,Reino Unido,PPW,59.3517,-2.90028,6
1908,1908,North Ronaldsay Airport,North Ronaldsay,Reino Unido,NRL,59.3675,-2.43444,6
1909,1909,Sandy Lake Airport,Lago arenoso,Canadá,ZSJ,53.0642,-93.3444,6
1910,1910,Sanikiluaq Airport,Sanikiluaq,Canadá,YSK,56.5378,-79.2467,6
1911,1911,Umiujaq Airport,Umiujaq,Canadá,YUD,56.5361,-76.5183,6
1912,1912,Chapais Airport,Chibougamau,Canadá,YMT,49.7719,-74.5281,6
1913,1913,Aupaluk Airport,Aupaluk,Canadá,YPJ,59.2967,-69.5997,6
1914,1914,Fort Hope Airport,Forte Esperança,Canadá,YFH,51.5619,-87.9078,6
1915,1915,Lourdes De Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canadá,YBX,51.4436,-57.1853,6
1916,1916,Kangirsuk Airport,Kangirsuk,Canadá,YKG,60.0272,-69.9992,6
1917,1917,Sisimiut Airport,Sisimiut,Groenlândia,JHS,66.9513,-53.7293,6
1918,1918,Qaanaaq Airport,Qaanaaq,Groenlândia,NAQ,77.4886,-69.3887,6
1919,1919,Vanimo Airport,Vanimo,Papua Nova Guiné,VAI,-2.69717,141.302,6
1920,1920,Tari Airport,Tári,Papua Nova Guiné,TIZ,-5.845,142.948,6
1921,1921,Moro Airport,Moro,Papua Nova Guiné,MXH,-6.36333,143.238,6
1922,1922,Ngorangora Airport,Kirakira,Ilhas Salomão,IRA,-10.4497,161.898,6
1923,1923,Durham Tees Valley Airport,Teeside,Reino Unido,MME,54.509189,-1.429406,6
1924,1924,Pori,Pori,Finlândia,POR,61.461686,21.799983,6
1925,1925,Lappeenranta,Lappeenranta,Finlândia,LPP,61.044553,28.144397,6
1926,1926,Arcata,Arcata CA,Estados Unidos,ACV,40.978111,-124.108611,6
1927,1927,Uraj,Uraj,Rússia,URJ,60.1,64.83,6
1928,1928,Vityazevo,Anapa,Rússia,AAQ,45.002097,37.347272,6
1929,1929,Kruunupyy,Kruunupyy,Finlândia,KOK,63.721172,23.143131,6
1930,1930,ISLES OF SCILLY,SANTA MARIA,Reino Unido,ISC,49.919,-6.3075,6
1931,1931,Gillette-Campbell County Airport,Gillette,Estados Unidos,GCC,44.3489167,-105.5393611,6
1932,1932,Golden Triangle Regional Airport,Colombo Mississipi,Estados Unidos,GTR,33.450333,-88.591361,6
1933,1933,Columbus Metropolitan Airport,Colombo,Estados Unidos,CSG,32.5163333,-84.9388611,6
1934,1934,Busuanga,Busuanga,Filipinas,USU,12.121458,120.100031,6
1935,1935,Napier,NAPIER,Nova Zelândia,NPE,-39.465833,176.87,6
1936,1936,Nauru Intl,Nauru,Nauru,INU,-0.547458,166.9191,6
1937,1937,La Crosse Municipal,La Crosse,Estados Unidos,LSE,43.878986,-91.256711,6
1938,1938,Mundo Maya International,Flores,Guatemala,FRS,16.913819,-89.866383,6
1939,1939,Aasiaat,Aasiaat,Groenlândia,JEG,68.7,-52.75,6
1940,1940,Tagbilaran,Tagbilaran,Filipinas,TAG,9.66408056,123.853247,6
1941,1941,Palanga Intl,Palanga,Lituânia,PLQ,55.973228,21.093856,6
1942,1942,Ubon Ratchathani,Ubon Ratchathani,Tailândia,UBP,15.251278,104.870231,6
1943,1943,Muhammad Salahuddin,Bima,Indonésia,BMU,-8.539647,118.687322,6
1944,1944,Tjilik Riwut,Palangkaraya,Indonésia,PKY,-2.225128,113.942661,6
1945,1945,Kijang,Tanjung Pinang,Indonésia,TNJ,0.922683,104.532311,6
1946,1946,Abdul Rachman Saleh,Malang,Indonésia,MLG,-7.926556,112.714514,6
1947,1947,Natrona Co Intl,Casper,Estados Unidos,CPR,42.908,-106.464417,6
1948,1948,Unalaska,Unalaska,Estados Unidos,DUT,53.900139,-166.5435,6
1949,1949,Sitka Rocky Gutierrez,Sitka,Estados Unidos,SIT,57.047138,-135.361611,6
1950,1950,Tyler Pounds Rgnl,Tyler,Estados Unidos,TYR,32.354139,-95.402386,6
1951,1951,Dothan Rgnl,Dotã,Estados Unidos,DHN,31.321339,-85.449628,6
1952,1952,Brownsville South Padre Island Intl,Brownsville,Estados Unidos,BRO,25.906833,-97.425861,6
1953,1953,Easterwood Fld,Estação universitária,Estados Unidos,CLL,30.588583,-96.363833,6
1954,1954,Cincinnati Muni Lunken Fld,Cincinnati,Estados Unidos,LUK,39.103333,-84.418611,6
1955,1955,Kenai Muni,Kenai,Estados Unidos,ENA,60.573111,-151.245,6
1956,1956,Merle K Mudhole Smith,Córdoba,Estados Unidos,CDV,60.491778,-145.477556,6
1957,1957,Yuma Mcas Yuma Intl,Yuma,Estados Unidos,YUM,32.656578,-114.60598,6
1958,1958,Lincoln,Lincoln,Estados Unidos,LNK,40.850971,-96.75925,6
1959,1959,Lake Charles Rgnl,Lago Charles,Estados Unidos,LCH,30.126112,-93.223335,6
1960,1960,Huron Rgnl,Hurão,Estados Unidos,HON,44.3852,-98.228542,6
1961,1961,Dillingham,Dillingham,Estados Unidos,DLG,59.044667,-158.5055,6
1962,1962,St Paul Island,Ilha de São Paulo,Estados Unidos,SNP,57.167333,-170.220444,6
1963,1963,Wagga Wagga,Waga Waga,Austrália,WGA,-35.165278,147.466389,6
1964,1964,Dubbo,Dubo,Austrália,DBO,-32.216667,148.574722,6
1965,1965,Learmonth,Learmês,Austrália,LEA,-22.235556,114.088611,6
1966,1966,Proserpine Whitsunday Coast,Prosserpina,Austrália,PPP,-20.495,148.552222,6
1967,1967,Mopah,Merauke,Indonésia,MKQ,-8.520294,140.418453,6
1968,1968,Nabire,Nabire,Indonésia,NBX,-3.368183,135.496406,6
1969,1969,Sittwe,Sittwe,Birmânia,AKY,20.132708,92.872628,6
1970,1970,Phitsanulok,Fitsanuloque,Tailândia,PHS,16.782939,100.279122,6
1971,1971,Rajahmundry,Rajahmundry,Índia,RJA,17.110361,81.818208,6
1972,1972,Vijayawada,Vijayawada,Índia,VGA,16.530433,80.796847,6
1973,1973,Savannakhet,Savannakhet,Laos,ZVK,16.556594,104.759531,6
1974,1974,Jessore,Jessore,Bangladesh,JSR,23.1838,89.160833,6
1975,1975,Coxs Bazar,Bazar de Cox,Bangladesh,CXB,21.452194,91.963889,6
1976,1976,Surat,Surate,Índia,STV,21.114061,72.741792,6
1977,1977,Rajkot,Rajkot,Índia,RAJ,22.309183,70.779525,6
1978,1978,Jabalpur,Jabalpur,Índia,JLR,23.177817,80.052047,6
1979,1979,Nefta,Tozeur,Tunísia,TOE,33.939722,8.110556,6
1980,1980,Kemerovo,Kemorovo,Rússia,KEJ,55.270094,86.107208,6
1981,1981,Barnaul,Barnaul,Rússia,BAX,53.363775,83.538533,6
1982,1982,Semipalatinsk,Semiplatina,Cazaquistão,PLX,50.3513,80.2344,6
1983,1983,Pavlodar,Pavlodar,Cazaquistão,PWQ,52.195,77.073889,6
1984,1984,Uralsk,Uralsk,Cazaquistão,URA,51.150833,51.543056,6
1985,1985,Padre Aldamiz,Porto Maldonado,Peru,PEM,-12.613611,-69.228611,6
1986,1986,Antonio Narino,Pasto,Colômbia,PSO,1.396247,-77.291478,6
1987,1987,Puerto Carreno,Porto Carreño,Colômbia,PCR,6.184717,-67.493164,6
1988,1988,Fabio Alberto Leon Bentley,Mitu,Colômbia,MVP,1.253664,-70.233878,6
1989,1989,Los Garzones,Montería,Colômbia,MTR,8.823744,-75.825831,6
1990,1990,Perales,Ibagué,Colômbia,IBE,4.421608,-75.1333,6
1991,1991,Mariscal Lamar,Cuenca,Equador,CUE,-2.889467,-78.984397,6
1992,1992,Francisco De Orellana,Coca,Equador,OCC,-0.4628859999999999,-76.986842,6
1993,1993,Maquehue,Temuco,Chile,ZCO,-38.766819,-72.637097,6
1994,1994,Enugu,Enugu,Nigéria,ENU,6.474272,7.561961,6
1995,1995,Professor Urbano Ernesto Stumpf,São José dos Campos,Brasil,SJK,-23.228172,-45.862739,6
1996,1996,Macapa,Macapá,Brasil,MCP,0.050664,-51.072178,6
1997,1997,Mario Ribeiro,Montes Claros,Brasil,MOC,-16.706925,-43.8189,6
1998,1998,Usiminas,Ipatinga,Brasil,IPN,-19.470722,-42.487583,6
1999,1999,Fernando De Noronha,Fernanda do Noronha,Brasil,FEN,-3.854928,-32.423336,6
2000,2000,Campo Dos Bugres,Caxias Do Sul,Brasil,CXJ,-29.197064,-51.187536,6
2001,2001,Cascavel,Cascavel,Brasil,CAC,-25.000339,-53.500764,6
2002,2002,Boa Vista,Boa Vista,Brasil,BVB,2.846311,-60.690069,6
2003,2003,Mar Del Plata,Mar Del Plata,Argentina,MDQ,-37.934167,-57.573333,6
2004,2004,Tamale,Tamale,Gana,TML,9.557192,-0.8632139999999999,6
2005,2005,Esquel,Esquel,Argentina,EQS,-42.90795,-71.139472,6
2006,2006,St Anthony,Santo Antônio,Canadá,YAY,51.391944,-56.083056,6
2007,2007,Cotabato,Cotabato,Filipinas,CBO,7.165242,124.209619,6
2008,2008,Pohang,Pohang,Coreia do Sul,KPO,35.987858,129.420486,6
2009,2009,Ulsan,Ulsan,Coreia do Sul,USN,35.593494,129.351722,6
2010,2010,Yeosu,Yeosu,Coreia do Sul,RSU,34.842328,127.61685,6
2011,2011,Yamagata,Yamagata,Japão,GAJ,38.411894,140.371331,6
2012,2012,New Kitakyushu,Kitakyushu,Japão,KKJ,33.845942,131.034689,6
2013,2013,Tsushima,Tsushima,Japão,TSJ,34.284889,129.33055,6
2014,2014,Yamaguchi Ube,Yamaguchi,Japão,UBJ,33.93,131.278611,6
2015,2015,Obihiro,Obihiro,Japão,OBO,42.733333,143.217222,6
2016,2016,Pohnpei Intl,Pohnpei,Micronésia,PNI,6.9851,158.208989,6
2017,2017,Bucholz Aaf,Kwajalein,Ilhas Marshall,KWA,8.720122,167.731661,6
2018,2018,Sheikh Zayed,Rahim Yar Khan,Paquistão,RYK,28.3839,70.279572,6
2019,2019,Gwadar,Gwadar,Paquistão,GWD,25.233308,62.329494,6
2020,2020,Nejran,Nejran,Arábia Saudita,EAM,17.611436,44.419169,6
2021,2021,Bisha,Bisha,Arábia Saudita,BHH,19.98435,42.620881,6
2022,2022,Al Baha,El Bahá,Arábia Saudita,ABT,20.296139,41.634277,6
2023,2023,Al Ahsa,Al-ahsa,Arábia Saudita,HOF,25.285306,49.485189,6
2024,2024,Woodbourne,Woodbourne,Nova Zelândia,BHE,-41.518333,173.870278,6
2025,2025,Tauranga,Tauranga,Nova Zelândia,TRG,-37.671944,176.19611,6
2026,2026,Rotorua,Rotorua,Nova Zelândia,ROT,-38.109167,176.317222,6
2027,2027,New Plymouth,Nova Plymouth,Nova Zelândia,NPL,-39.008611,174.179167,6
2028,2028,Lifou,Lifou,Nova Caledônia,LIF,-20.7748,167.239864,6
2029,2029,Maupiti,Maupiti,Polinésia Francesa,MAU,-16.426486,-152.243669,6
2030,2030,Manihi,Manihi,Polinésia Francesa,XMH,-14.436764,-146.070056,6
2031,2031,Wallis,Wallis,Wallis e Futuna,WLS,-13.238281,-176.199228,6
2032,2032,Bonriki Intl,Tarawa,Quiribáti,TRW,1.381636,173.147036,6
2033,2033,Ignacio Agramonte Intl,Camagüey,Cuba,CMW,21.420428,-77.847433,6
2034,2034,Cap Haitien Intl,Cabo haitiano,Haiti,CAP,19.732989,-72.194739,6
2035,2035,Palmar Sur,Palmar Sul,Costa Rica,PMZ,8.951025,-83.468583,6
2036,2036,Puerto Escondido Intl,Porto Escondido,México,PXM,15.876861,-97.089117,6
2037,2037,Colima,Colima,México,CLQ,19.277011,-103.577397,6
2038,2038,Tepic,Tépico,México,TPQ,21.419453,-104.842581,6
2039,2039,Fort Nelson,Forte Nelson,Canadá,YYE,58.836389,-122.596944,6
2040,2040,Ciudad Del Carmen Intl,Cidade Del Carmem,México,CME,18.653739,-91.799017,6
2041,2041,Bahias De Huatulco Intl,Huatulco,México,HUX,15.775317,-96.262572,6
2042,2042,Batman,homem Morcego,Peru,BAL,37.928969,41.116583,6
2043,2043,Erzincan,Erzincan,Peru,ERC,39.710203,39.527003,6
2044,2044,Porto Santo,Porto Santo,Portugal,PXO,33.073386,-16.349975,6
2045,2045,Santa Maria,Santa Maria (ilha),Portugal,SMA,36.97139,-25.170639,6
